,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,NormalisedNumInqLast6Mexcl7days,NormalisedNumInstallTradesWBalance
568,1,79,163,4,67,33,0,0,97.0,41,7,8,33,1,18,4,1,1,16,-8,3,1,0,40,0.047619047619047616,0.3333333333333333
569,0,76,129,11,52,10,0,0,,-7,6,5,10,1,60,0,1,1,6,95,2,3,-8,83,0.047619047619047616,0.4074074074074074
570,1,69,191,2,70,28,0,0,86.0,42,6,6,29,2,21,13,0,0,41,87,10,2,1,67,0.0,0.37037037037037035
571,0,61,283,6,71,46,0,0,96.0,1,7,8,47,2,23,0,2,2,30,-8,4,1,2,36,0.09523809523809523,0.3333333333333333
572,1,69,402,26,139,15,0,0,93.0,4,4,6,15,0,53,0,2,2,46,68,5,2,0,100,0.09523809523809523,0.37037037037037035
575,0,70,122,1,64,26,1,1,97.0,3,7,8,12,3,30,9,0,0,20,100,3,2,0,38,0.0,0.37037037037037035
576,1,67,140,12,80,11,0,0,73.0,17,6,6,11,0,55,12,0,0,87,-8,4,1,3,100,0.0,0.3333333333333333
577,0,80,51,30,41,9,0,0,100.0,-7,7,8,9,0,33,8,0,0,18,-8,2,1,1,60,0.0,0.3333333333333333
578,1,77,464,31,138,16,1,1,94.0,50,4,6,16,0,31,-7,0,0,11,-8,3,2,0,71,0.0,0.37037037037037035
579,1,70,132,2,68,40,0,0,98.0,32,3,5,30,6,19,1,5,5,32,-8,5,2,1,41,0.23809523809523808,0.37037037037037035
580,1,62,251,19,92,41,1,1,98.0,10,0,2,53,0,15,0,3,3,83,-8,17,1,11,72,0.14285714285714285,0.3333333333333333
581,1,43,137,2,46,5,5,3,55.0,3,7,8,11,3,55,0,3,3,94,88,2,2,2,80,0.14285714285714285,0.37037037037037035
582,1,77,177,12,75,7,1,1,89.0,19,4,6,9,0,22,-7,2,2,1,-8,1,-8,0,25,0.09523809523809523,0.0
583,0,81,162,23,89,26,0,0,,-7,6,7,26,0,31,3,1,1,11,58,1,2,0,33,0.047619047619047616,0.37037037037037035
584,1,81,194,11,91,17,0,0,100.0,-7,7,8,17,1,41,3,2,2,79,50,1,1,1,100,0.09523809523809523,0.3333333333333333
585,0,89,199,11,81,15,0,0,,-7,6,6,15,2,40,-8,0,0,6,-8,3,1,0,57,0.0,0.3333333333333333
586,0,79,224,2,83,15,1,0,83.0,12,6,3,18,1,11,-7,0,0,0,-8,1,1,0,25,0.0,0.3333333333333333
587,1,86,-8,4,113,23,0,0,100.0,-7,7,8,0,2,35,1,3,3,29,85,4,3,0,88,0.14285714285714285,0.4074074074074074
588,1,66,432,4,132,23,1,1,92.0,1,6,2,26,1,19,17,0,0,1,94,7,1,0,73,0.0,0.3333333333333333
590,0,58,71,8,36,9,0,0,78.0,2,1,3,9,1,67,0,3,3,93,82,1,2,1,100,0.14285714285714285,0.37037037037037035
591,0,62,233,7,72,8,1,0,78.0,47,7,8,9,2,44,0,0,0,95,85,3,2,3,100,0.0,0.37037037037037035
592,0,80,263,3,79,30,0,0,,-7,4,6,30,2,43,1,3,3,9,90,3,2,1,38,0.14285714285714285,0.37037037037037035
593,0,83,150,9,64,27,0,0,,-7,6,5,28,1,32,0,2,2,13,2,2,2,0,40,0.09523809523809523,0.37037037037037035
594,0,74,273,5,73,39,0,0,98.0,5,7,8,40,3,43,0,1,0,3,138,2,7,0,45,0.0,0.5555555555555556
595,1,69,51,4,20,6,2,2,86.0,54,7,8,9,3,43,0,3,3,48,71,3,2,0,100,0.14285714285714285,0.37037037037037035
596,1,91,240,22,118,8,0,0,100.0,-7,7,8,8,0,0,0,0,0,5,-8,3,-8,0,50,0.0,0.0
597,1,67,130,5,25,10,0,0,100.0,-7,6,8,12,4,25,0,0,0,95,90,6,2,2,89,0.0,0.37037037037037035
598,1,66,133,6,77,23,0,0,,-7,6,2,26,2,42,0,3,3,105,94,6,2,6,100,0.14285714285714285,0.37037037037037035
599,0,75,181,14,63,38,0,0,100.0,-7,7,8,39,0,28,-7,0,0,35,83,4,3,2,50,0.0,0.4074074074074074
600,1,62,282,13,99,24,4,3,70.0,18,7,8,31,0,26,0,0,0,29,-8,4,1,1,45,0.0,0.3333333333333333
601,0,67,246,2,58,17,1,1,95.0,43,6,6,19,7,37,1,2,2,60,95,5,3,1,73,0.09523809523809523,0.4074074074074074
602,1,68,132,9,65,34,0,0,100.0,-7,7,8,36,2,38,6,0,0,50,88,6,2,4,62,0.0,0.37037037037037035
603,0,70,193,2,57,22,0,0,,-7,6,6,23,2,22,18,0,0,53,80,6,4,1,63,0.0,0.4444444444444444
604,1,79,97,9,44,26,0,0,96.0,60,4,6,26,1,12,5,0,0,5,-8,5,1,0,33,0.0,0.3333333333333333
605,0,78,299,3,102,26,0,0,90.0,14,4,6,31,1,35,0,0,0,7,38,2,2,0,45,0.0,0.37037037037037035
606,1,68,186,1,82,22,0,0,96.0,49,4,6,24,5,29,-7,4,4,55,93,8,5,2,81,0.19047619047619047,0.48148148148148145
607,0,80,266,7,98,15,0,0,100.0,-7,7,8,17,1,35,2,1,1,46,-8,1,1,1,40,0.047619047619047616,0.3333333333333333
608,0,63,212,3,62,16,2,0,72.0,12,0,2,20,1,44,-7,2,2,66,89,3,5,2,73,0.09523809523809523,0.48148148148148145
609,1,78,41,3,16,3,0,0,,-7,5,6,3,2,67,-7,16,16,0,-8,0,1,-8,50,0.7619047619047619,0.3333333333333333
610,0,71,154,1,62,7,0,0,90.0,1,7,8,27,2,40,-7,3,2,14,-8,3,1,0,80,0.09523809523809523,0.3333333333333333
611,0,80,187,4,71,39,0,0,,-7,6,6,26,1,15,-7,1,1,4,77,8,2,0,48,0.047619047619047616,0.37037037037037035
612,0,58,212,15,44,8,2,2,,-7,6,6,4,0,63,-7,2,2,60,61,3,3,1,100,0.09523809523809523,0.4074074074074074
613,1,78,281,1,98,44,0,0,,-7,0,6,48,4,31,0,1,1,24,19,7,1,2,50,0.047619047619047616,0.3333333333333333
614,0,65,265,11,64,16,0,0,88.0,37,3,2,17,1,24,0,1,1,76,-8,8,1,2,100,0.047619047619047616,0.3333333333333333
615,0,77,192,5,83,22,0,0,96.0,50,6,6,23,1,39,0,2,2,29,37,4,3,1,54,0.09523809523809523,0.4074074074074074
616,0,65,172,4,68,28,1,0,66.0,22,7,8,29,2,28,0,3,3,45,80,8,2,1,71,0.14285714285714285,0.37037037037037035
617,0,70,373,4,101,23,0,0,96.0,7,7,8,25,4,52,0,5,5,49,100,2,1,0,75,0.23809523809523808,0.3333333333333333
618,0,67,212,4,79,18,0,0,100.0,-7,7,8,18,5,22,0,3,3,81,30,7,1,5,82,0.14285714285714285,0.3333333333333333
619,0,61,203,10,57,3,0,0,80.0,12,6,5,5,1,0,-7,0,0,104,-8,3,-8,1,100,0.0,0.0
620,0,73,222,4,96,22,1,1,83.0,34,7,8,23,1,30,1,2,2,5,92,1,2,0,43,0.09523809523809523,0.37037037037037035
621,0,64,130,1,33,13,0,0,,-7,2,4,14,6,0,4,1,1,64,-8,7,-8,3,78,0.047619047619047616,0.0
622,0,66,344,4,102,16,1,1,79.0,45,7,8,19,3,26,4,1,1,54,45,4,2,1,70,0.047619047619047616,0.37037037037037035
623,1,80,132,3,51,13,0,0,92.0,-8,4,6,13,1,46,1,4,4,2,77,1,3,0,100,0.19047619047619047,0.4074074074074074
624,1,69,180,2,99,27,0,0,,-7,6,5,19,1,20,2,3,3,81,-8,5,1,3,78,0.14285714285714285,0.3333333333333333
625,1,89,441,75,194,12,0,0,100.0,-7,7,8,13,0,25,9,0,0,5,-8,2,1,0,43,0.0,0.3333333333333333
626,0,61,82,2,44,24,0,0,100.0,-7,7,8,27,1,12,0,10,10,82,60,6,2,5,73,0.47619047619047616,0.37037037037037035
627,1,57,164,7,62,16,1,1,72.0,2,4,6,19,2,47,0,1,1,67,62,5,2,3,100,0.047619047619047616,0.37037037037037035
628,1,84,149,13,80,13,0,0,,-7,6,2,13,0,85,0,1,1,0,87,0,2,-8,67,0.047619047619047616,0.37037037037037035
629,0,80,188,11,71,36,0,0,100.0,-7,7,8,36,2,39,0,7,7,15,-8,1,1,0,25,0.3333333333333333,0.3333333333333333
630,1,88,168,3,89,20,0,0,100.0,-7,7,8,11,1,20,20,1,1,5,-8,3,-8,0,43,0.047619047619047616,0.0
631,1,75,209,6,98,33,0,0,97.0,53,7,8,33,3,33,-7,0,0,25,69,4,3,1,47,0.0,0.4074074074074074
632,0,89,496,8,140,20,0,0,100.0,-7,7,8,22,1,0,0,2,1,7,-8,3,-8,0,27,0.047619047619047616,0.0
633,1,66,67,13,66,33,0,0,97.0,56,6,3,7,0,39,-7,2,2,59,63,12,4,2,84,0.09523809523809523,0.4444444444444444
634,1,70,275,2,110,28,14,14,68.0,13,6,3,44,3,55,-7,0,0,31,89,3,2,1,50,0.0,0.37037037037037035
635,1,65,406,1,72,30,1,1,100.0,-7,7,8,40,5,48,2,2,2,47,65,6,5,0,79,0.09523809523809523,0.48148148148148145
636,0,60,190,3,79,22,1,1,88.0,38,7,8,24,4,38,5,2,2,59,54,6,3,3,100,0.09523809523809523,0.4074074074074074
637,1,70,117,3,50,18,0,0,89.0,15,6,6,18,4,50,7,0,0,42,83,2,3,0,63,0.0,0.4074074074074074
638,0,70,457,3,112,10,1,1,90.0,73,6,6,10,4,40,0,3,3,83,92,1,3,1,100,0.14285714285714285,0.4074074074074074
639,0,64,345,4,111,34,0,0,94.0,2,6,6,34,3,18,9,0,0,53,-8,10,1,1,69,0.0,0.3333333333333333
640,0,78,130,7,54,22,0,0,100.0,-7,7,8,23,2,30,-7,0,0,24,90,3,3,0,67,0.0,0.4074074074074074
641,1,58,184,7,66,39,9,2,85.0,22,6,5,57,3,44,0,3,3,95,78,5,4,3,100,0.14285714285714285,0.4444444444444444
642,1,58,285,2,75,30,2,2,91.0,14,7,8,34,2,12,0,0,0,80,57,12,4,5,59,0.0,0.4444444444444444
643,1,70,327,4,82,37,0,0,,-7,4,6,37,4,16,0,3,2,31,88,7,3,3,56,0.09523809523809523,0.4074074074074074
644,0,73,105,12,14,3,0,0,100.0,-7,7,8,8,0,0,3,1,1,54,-8,2,-8,0,67,0.047619047619047616,0.0
645,1,66,186,9,61,24,1,1,100.0,-7,6,8,27,1,63,0,0,0,79,85,6,6,3,100,0.0,0.5185185185185185
646,1,69,404,28,168,12,1,1,79.0,7,7,8,15,0,29,8,0,0,55,-8,2,1,1,67,0.0,0.3333333333333333
647,1,91,355,18,200,8,0,0,,-7,6,6,11,0,13,-8,0,0,8,-8,2,-8,0,40,0.0,0.0
648,1,62,150,3,66,40,3,0,91.0,2,6,6,45,3,20,0,3,3,49,62,11,3,2,50,0.14285714285714285,0.4074074074074074
649,1,91,429,59,161,9,0,0,,-7,6,5,9,0,11,-8,0,0,9,-8,2,-8,0,50,0.0,0.0
650,1,62,143,5,53,35,1,0,92.0,1,4,6,36,5,33,0,2,0,3,18,3,2,0,33,0.0,0.37037037037037035
651,1,72,72,8,39,18,0,0,100.0,-7,7,8,18,2,28,0,2,2,73,-8,3,1,0,100,0.09523809523809523,0.3333333333333333
652,1,89,182,47,100,8,0,0,,-7,6,6,8,0,38,-7,2,2,4,-8,2,1,0,60,0.09523809523809523,0.3333333333333333
653,1,68,216,4,91,23,1,1,88.0,52,6,2,26,6,54,-7,2,2,42,90,6,2,1,80,0.09523809523809523,0.37037037037037035
654,0,84,-8,7,91,17,0,0,100.0,-7,7,8,0,3,35,3,1,1,11,48,4,2,0,55,0.047619047619047616,0.37037037037037035
655,1,85,328,39,132,7,0,0,,-7,6,3,7,0,43,1,1,1,0,-8,1,1,-8,50,0.047619047619047616,0.3333333333333333
656,1,74,319,5,68,22,0,0,,-7,6,6,30,2,23,-7,3,3,39,90,3,2,1,75,0.14285714285714285,0.37037037037037035
657,0,59,247,4,92,31,4,3,97.0,44,7,8,33,3,21,2,4,3,53,-8,5,1,3,47,0.14285714285714285,0.3333333333333333
658,0,89,485,66,196,6,0,0,100.0,-7,7,8,6,0,17,-8,0,0,6,-8,1,-8,0,33,0.0,0.0
659,1,89,154,8,78,6,0,0,100.0,-7,7,8,6,1,17,0,0,0,9,-8,1,1,0,50,0.0,0.3333333333333333
660,1,64,194,8,76,24,1,1,88.0,9,4,3,26,2,48,-7,0,0,69,77,7,6,6,76,0.0,0.5185185185185185
661,0,75,212,23,105,11,0,0,82.0,21,7,8,11,0,45,-7,1,1,13,-8,1,1,0,100,0.047619047619047616,0.3333333333333333
662,0,76,192,1,67,36,0,0,100.0,-7,7,8,37,4,35,5,2,1,5,-8,4,2,1,60,0.047619047619047616,0.37037037037037035
663,0,66,-8,17,114,15,4,3,68.0,8,6,7,0,0,42,-7,0,0,8,75,3,2,0,83,0.0,0.37037037037037035
664,0,81,160,6,67,33,0,0,,-7,6,6,33,2,21,0,0,0,15,91,2,3,0,43,0.0,0.4074074074074074
665,1,82,317,28,133,15,0,0,100.0,-7,7,8,15,0,47,0,1,1,19,5,1,2,0,50,0.047619047619047616,0.37037037037037035
666,1,66,174,1,75,38,0,0,,-7,6,6,40,5,40,-7,6,6,77,60,4,8,3,75,0.2857142857142857,0.5925925925925926
667,1,82,270,30,89,12,0,0,,-7,6,3,12,0,42,0,0,0,44,6,3,2,0,71,0.0,0.37037037037037035
668,0,68,132,4,49,16,1,1,94.0,19,6,8,16,1,50,0,3,3,50,76,5,2,0,88,0.14285714285714285,0.37037037037037035
669,0,67,189,13,111,8,4,4,70.0,68,0,6,10,0,50,0,1,1,97,-8,1,1,1,100,0.047619047619047616,0.3333333333333333
670,1,64,-8,6,65,31,1,1,88.0,3,6,6,0,2,44,6,1,0,28,87,6,5,1,65,0.0,0.48148148148148145
671,1,65,150,1,50,23,0,0,92.0,3,6,6,26,2,46,10,0,0,33,100,2,3,1,50,0.0,0.4074074074074074
672,0,91,181,17,60,8,0,0,,-7,4,6,9,0,38,0,1,1,0,-8,2,1,0,60,0.047619047619047616,0.3333333333333333
673,0,74,197,1,93,31,1,0,86.0,29,7,8,35,3,26,0,2,2,28,27,2,4,0,40,0.09523809523809523,0.4444444444444444
675,1,60,199,28,93,11,4,2,73.0,6,0,5,15,0,53,0,0,0,34,61,1,3,0,50,0.0,0.4074074074074074
676,1,76,66,2,31,5,0,0,,-7,6,2,7,3,0,0,1,1,47,-8,3,-8,2,100,0.047619047619047616,0.0
677,0,81,176,5,78,37,0,0,100.0,-7,7,8,36,4,37,-7,2,2,0,80,2,3,0,42,0.09523809523809523,0.4074074074074074
678,1,84,294,5,119,44,0,0,100.0,-7,7,8,47,3,68,0,2,2,4,67,5,8,2,76,0.09523809523809523,0.5925925925925926
679,1,82,231,13,158,15,0,0,100.0,-7,6,8,17,0,24,-7,1,1,31,-8,4,1,1,56,0.047619047619047616,0.3333333333333333
680,1,78,283,3,124,33,0,0,,-7,1,3,37,1,19,3,1,1,77,-8,18,3,16,92,0.047619047619047616,0.4074074074074074
681,0,75,197,2,95,20,0,0,95.0,62,7,8,21,2,24,-7,2,2,48,99,4,3,1,78,0.09523809523809523,0.4074074074074074
682,1,89,256,3,100,19,0,0,,-7,3,2,27,2,47,-7,1,1,0,73,0,4,0,57,0.047619047619047616,0.4444444444444444
683,0,85,128,2,62,17,0,0,100.0,-7,7,8,19,3,61,-7,5,5,2,93,1,2,0,75,0.23809523809523808,0.37037037037037035
684,0,61,46,1,18,20,0,0,,-7,3,5,21,5,14,2,2,2,51,60,13,2,2,84,0.09523809523809523,0.37037037037037035
686,1,73,185,3,65,27,0,0,100.0,-7,7,8,27,4,48,0,5,5,46,26,5,4,1,69,0.23809523809523808,0.4444444444444444
688,1,75,364,12,123,43,0,0,98.0,24,7,8,43,0,26,2,1,1,1,31,7,2,1,45,0.047619047619047616,0.37037037037037035
689,1,82,273,30,141,15,1,0,94.0,36,6,2,17,0,29,0,1,0,6,-8,2,1,0,57,0.0,0.3333333333333333
691,0,74,65,2,34,6,0,0,100.0,-7,7,8,9,2,11,0,3,3,56,100,2,1,1,75,0.14285714285714285,0.3333333333333333
692,1,93,343,18,162,15,0,0,100.0,-7,7,8,14,0,13,-8,0,0,1,-8,2,2,0,33,0.0,0.37037037037037035
693,1,63,103,4,32,13,1,1,100.0,-7,7,8,14,4,85,0,1,1,68,93,2,3,-8,100,0.047619047619047616,0.4074074074074074
694,0,76,266,5,98,27,0,0,97.0,10,6,5,31,2,42,0,0,0,8,81,5,4,1,56,0.0,0.4444444444444444
695,0,75,160,4,57,30,0,0,100.0,-7,7,8,31,5,55,0,2,2,7,85,3,9,0,86,0.09523809523809523,0.6296296296296295
696,0,83,464,12,153,16,0,0,94.0,19,7,8,16,0,19,0,1,1,18,27,2,1,0,75,0.047619047619047616,0.3333333333333333
697,1,85,277,15,91,8,0,0,,-7,4,2,8,0,25,22,0,0,36,-8,5,-8,0,100,0.0,0.0
698,1,82,194,4,102,26,0,0,,-7,6,6,15,2,35,-8,2,0,12,51,3,3,0,67,0.0,0.4074074074074074
699,1,61,187,6,54,26,0,0,88.0,47,7,8,26,1,42,0,1,1,66,76,3,3,2,75,0.047619047619047616,0.4074074074074074
700,0,77,297,7,131,29,0,0,97.0,5,3,2,23,3,55,10,0,0,8,68,5,3,0,90,0.0,0.4074074074074074
701,1,70,210,9,65,10,2,2,90.0,17,7,8,10,1,40,-8,0,0,40,48,3,3,1,86,0.0,0.4074074074074074
702,1,63,264,5,41,16,1,1,94.0,3,6,8,16,3,47,-7,0,0,27,74,4,3,0,73,0.0,0.4074074074074074
703,0,73,311,7,77,13,0,0,100.0,-7,7,8,13,2,46,0,0,0,69,93,5,2,2,88,0.0,0.37037037037037035
704,0,65,248,2,77,28,3,1,84.0,30,7,8,33,3,53,-7,0,0,31,34,8,4,1,80,0.0,0.4444444444444444
705,1,58,118,5,48,23,3,2,73.0,15,6,6,28,7,77,0,1,1,2,100,1,3,-8,80,0.047619047619047616,0.4074074074074074
706,1,67,255,1,104,41,6,6,88.0,12,6,3,48,1,21,0,1,1,30,59,3,4,1,39,0.047619047619047616,0.4444444444444444
707,1,78,188,25,69,17,0,0,83.0,22,2,4,18,0,44,0,0,0,6,43,1,4,0,71,0.0,0.4444444444444444
708,1,68,295,3,107,20,0,0,90.0,2,4,6,21,1,24,0,1,1,32,-8,4,1,2,56,0.047619047619047616,0.3333333333333333
709,0,69,84,4,97,12,0,0,71.0,28,7,8,3,2,21,-7,1,1,54,-8,3,1,2,56,0.047619047619047616,0.3333333333333333
710,1,66,174,6,72,29,3,2,87.0,16,6,5,32,2,19,0,1,0,37,87,9,2,4,65,0.0,0.37037037037037035
711,1,80,372,13,71,9,0,0,,-7,6,6,14,0,33,0,4,4,35,-8,1,1,1,29,0.19047619047619047,0.3333333333333333
712,1,80,101,3,55,23,0,0,,-7,4,2,23,1,17,0,1,1,1,-8,6,2,1,67,0.047619047619047616,0.37037037037037035
713,1,82,234,4,90,36,0,0,97.0,28,7,8,17,4,29,7,0,0,14,62,4,1,1,50,0.0,0.3333333333333333
714,1,52,266,2,103,18,5,5,76.0,2,7,8,23,4,33,7,0,0,52,46,5,3,1,82,0.0,0.4074074074074074
715,0,75,162,8,77,40,0,0,100.0,-7,7,8,42,1,20,7,0,0,27,-8,5,2,1,64,0.0,0.37037037037037035
716,0,80,138,4,61,18,0,0,94.0,39,7,8,18,2,11,17,1,0,0,-8,2,-8,1,29,0.0,0.0
717,1,70,156,5,58,3,0,0,100.0,-7,7,8,3,1,33,1,2,2,95,88,1,1,-8,100,0.09523809523809523,0.3333333333333333
718,1,73,337,4,110,6,2,0,67.0,26,6,6,9,2,67,0,1,1,-8,82,-8,3,-8,100,0.047619047619047616,0.4074074074074074
719,0,77,148,27,96,13,0,0,100.0,-7,7,8,14,0,50,0,2,2,75,-8,1,1,0,100,0.09523809523809523,0.3333333333333333
720,0,78,191,16,100,10,2,2,91.0,55,7,8,11,0,45,0,0,0,5,-8,2,1,0,75,0.0,0.3333333333333333
721,0,67,419,1,73,37,0,0,92.0,13,7,8,44,6,33,3,1,1,12,91,8,3,0,69,0.047619047619047616,0.4074074074074074
722,1,85,269,18,145,20,0,0,100.0,-7,7,8,20,0,25,10,0,0,20,-8,5,1,0,64,0.0,0.3333333333333333
723,0,64,296,5,71,28,0,0,73.0,4,7,8,30,1,23,0,1,1,44,76,5,3,1,73,0.047619047619047616,0.4074074074074074
724,0,72,230,21,113,17,0,0,100.0,-7,7,8,17,0,41,10,0,0,75,-8,7,1,2,89,0.0,0.3333333333333333
725,0,80,99,9,52,12,0,0,,-7,6,6,12,2,8,1,1,1,10,-8,1,-8,0,14,0.047619047619047616,0.0
726,1,56,105,5,43,16,0,0,94.0,5,6,5,16,1,69,2,2,2,101,84,2,4,1,86,0.09523809523809523,0.4444444444444444
727,0,82,213,3,79,9,0,0,100.0,-7,7,8,9,1,22,0,2,2,42,54,2,2,1,50,0.09523809523809523,0.37037037037037035
728,0,80,202,12,85,25,0,0,100.0,-7,7,8,43,0,32,0,2,2,3,6,2,4,0,86,0.09523809523809523,0.4444444444444444
729,0,62,116,9,70,15,6,4,65.0,23,7,8,20,1,25,-7,4,4,8,60,2,2,0,67,0.19047619047619047,0.37037037037037035
730,1,65,102,69,86,6,3,3,33.0,3,7,8,9,0,0,13,0,0,8,-8,1,-8,0,33,0.0,0.0
731,0,60,141,50,94,13,2,2,73.0,4,4,6,15,0,27,0,0,0,61,-8,2,1,0,100,0.0,0.3333333333333333
732,1,72,294,5,75,20,0,0,95.0,46,7,8,21,3,62,7,0,0,57,50,6,4,2,91,0.0,0.4444444444444444
733,1,72,317,3,62,34,0,0,94.0,16,6,6,35,4,6,0,1,1,18,-8,4,1,1,42,0.047619047619047616,0.3333333333333333
734,0,82,153,9,54,18,0,0,100.0,-7,7,8,18,1,44,14,0,0,9,-8,2,1,0,38,0.0,0.3333333333333333
735,0,87,117,6,67,11,0,0,100.0,-7,7,8,12,1,8,1,4,4,3,-8,3,1,0,67,0.19047619047619047,0.3333333333333333
736,1,79,125,9,57,29,0,0,,-7,6,6,33,1,45,-7,1,1,1,71,1,4,0,45,0.047619047619047616,0.4444444444444444
738,0,86,126,3,51,36,0,0,,-7,4,6,27,2,6,13,0,0,1,-8,4,-8,0,24,0.0,0.0
739,0,74,157,9,43,19,0,0,,-7,6,6,2,2,25,-7,0,0,36,62,5,3,0,67,0.0,0.4074074074074074
740,0,90,177,23,112,10,0,0,,-7,0,2,10,0,20,-8,0,0,0,-8,2,-8,0,67,0.0,0.0
742,1,81,303,17,103,6,0,0,86.0,25,7,8,7,0,14,0,0,0,26,-8,1,1,0,40,0.0,0.3333333333333333
743,1,69,215,15,89,24,0,0,96.0,4,5,3,24,0,33,0,3,3,42,-8,2,1,1,38,0.14285714285714285,0.3333333333333333
744,1,82,300,32,117,22,0,0,,-7,6,5,23,0,22,0,1,1,41,43,3,2,1,63,0.047619047619047616,0.37037037037037035
745,0,82,156,21,84,12,0,0,,-7,6,6,12,0,42,0,0,0,73,68,3,2,0,100,0.0,0.37037037037037035
746,0,62,120,34,74,4,0,0,40.0,4,6,6,5,0,0,0,2,1,59,-8,1,-8,-8,25,0.047619047619047616,0.0
747,0,64,46,3,31,4,5,5,,-7,4,6,5,1,20,2,1,1,2,-8,1,1,0,67,0.047619047619047616,0.3333333333333333
748,1,58,183,32,95,8,8,8,67.0,3,6,6,5,0,0,-8,0,0,0,-8,0,-8,0,25,0.0,0.0
749,1,87,151,5,82,29,0,0,,-7,6,4,33,3,73,10,0,0,9,60,1,6,0,70,0.0,0.5185185185185185
750,0,61,112,3,32,29,0,0,100.0,-7,7,8,31,7,77,0,5,5,88,82,7,4,3,100,0.23809523809523808,0.4444444444444444
751,0,89,151,20,87,14,0,0,100.0,-7,7,8,14,0,50,-8,0,0,9,-8,1,2,0,60,0.0,0.37037037037037035
752,0,82,488,5,116,43,0,0,,-7,6,6,42,3,18,-7,0,0,3,-8,5,-8,1,23,0.0,0.0
754,0,56,311,10,99,31,10,10,86.0,4,4,4,36,2,46,0,2,2,44,75,4,2,1,64,0.09523809523809523,0.37037037037037035
755,0,71,383,8,76,19,2,2,86.0,11,7,8,24,1,29,2,1,1,26,79,4,2,1,67,0.047619047619047616,0.37037037037037035
756,0,64,150,8,48,23,0,0,96.0,23,6,6,23,2,61,0,2,2,65,96,2,6,1,73,0.09523809523809523,0.5185185185185185
757,0,79,334,2,76,21,0,0,100.0,-7,7,8,22,4,27,0,3,3,35,88,6,2,1,73,0.14285714285714285,0.37037037037037035
758,0,82,257,4,86,19,0,0,,-7,6,5,19,1,5,0,2,2,20,92,3,1,0,56,0.09523809523809523,0.3333333333333333
